timestamp,contracts,reason,raw_kelly,fractional_kelly,score_ev,win_rate,avg_win,avg_loss,trade_count
2026-01-09 22:54:24.848829,1,learning_phase_0/20,0.0,0.0,0.22055081153486716,1.0,48.881198819530795,0.0,1
2026-01-09 22:55:24.848882,1,learning_phase_1/20,0.0,0.0,0.12798550883290538,1.0,56.035110333212316,0.0,2
2026-01-09 22:56:24.848896,1,learning_phase_2/20,0.0,0.0,0.23388384977349666,1.0,58.28687786280867,0.0,3
2026-01-09 22:57:24.848909,1,learning_phase_3/20,0.0,0.0,0.1809013362873476,0.75,58.28687786280867,29.894847151934734,4
2026-01-09 22:58:24.848925,1,learning_phase_4/20,0.0,0.0,0.22111602327460939,0.8,57.26296306204772,29.894847151934734,5
2026-01-09 22:59:24.848939,1,learning_phase_5/20,0.0,0.0,0.234413694988524,0.8333333333333334,56.760030835281874,29.894847151934734,6
2026-01-09 23:00:24.848954,1,learning_phase_6/20,0.0,0.0,0.1477005212457796,0.8571428571428571,52.94577734157889,29.894847151934734,7
2026-01-09 23:01:24.848967,1,learning_phase_7/20,0.0,0.0,0.11650778867915151,0.875,55.31119441049177,29.894847151934734,8
2026-01-09 23:02:24.848981,1,learning_phase_8/20,0.0,0.0,0.13419027438129125,0.7777777777777778,55.31119441049177,37.087653896848536,9
2026-01-09 23:03:24.848992,1,learning_phase_9/20,0.0,0.0,0.16406616829393844,0.8,54.969286562781335,37.087653896848536,10
2026-01-09 23:04:24.849020,1,learning_phase_10/20,0.0,0.0,0.22270221488837397,0.8181818181818182,54.828838099223134,37.087653896848536,11
2026-01-09 23:05:24.849033,1,learning_phase_11/20,0.0,0.0,0.2291095874884515,0.8333333333333334,55.94367475621343,37.087653896848536,12
2026-01-09 23:06:24.849044,1,learning_phase_12/20,0.0,0.0,0.10104281957967862,0.7692307692307693,55.94367475621343,37.651038713823425,13
2026-01-09 23:07:24.849054,1,learning_phase_13/20,0.0,0.0,0.17661209538663486,0.7857142857142857,55.84385372192816,37.651038713823425,14
2026-01-09 23:08:24.849064,1,learning_phase_14/20,0.0,0.0,0.16261165047231685,0.8,55.689987703345885,37.651038713823425,15
2026-01-09 23:09:24.849073,1,learning_phase_15/20,0.0,0.0,0.13331617157060954,0.8125,56.75032697312439,37.651038713823425,16
2026-01-09 23:10:24.849083,1,learning_phase_16/20,0.0,0.0,0.11797980510005243,0.7647058823529411,56.75032697312439,40.792159522056565,17
2026-01-09 23:11:24.849093,1,learning_phase_17/20,0.0,0.0,0.1506422757105442,0.7777777777777778,56.866906913331555,40.792159522056565,18
