exp_id,model_name,cv_auc,status,signals,pnl,sharpe,win_rate,mean_pnl
exhaustive_exp_00036,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00037,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00038,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00039,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00040,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00041,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00042,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00043,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00044,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00045,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00046,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00047,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00048,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00049,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00050,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00051,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00052,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00053,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00054,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00055,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00056,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00057,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00058,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00059,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00060,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00061,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00062,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00063,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00064,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00065,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00066,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00067,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00068,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00069,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00070,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00071,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00072,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00073,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00074,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00075,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00076,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00077,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00078,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00079,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00080,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00081,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00082,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00083,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00084,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00085,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00086,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00087,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00088,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00089,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00090,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00091,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00092,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00093,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00094,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00095,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00096,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00097,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00098,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00099,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00100,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
