batch,exp_id,status,architecture,labeling_method,sample_weight,cv_method,calibration,feature_set,median_test_auc,median_train_auc,std_test_auc,median_pr_auc,median_brier,pct_signals_055,pct_signals_060,est_trades_per_day,train_test_gap,n_successful_folds,score
batch1,batch1_exp_00015,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness,kfold,none,baseline_fracdiff,0.513571501117205,0.9324227482864752,0.04361889174603123,0.631926656611357,0.24426356776904942,0.7688622754491018,0.6287425149700598,11.223776223776223,0.4254721049572964,5,0.6156878108499637
batch1,batch1_exp_00016,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness,kfold,none,baseline_fracdiff,0.5101424932629481,0.9279558605066354,0.06967599701291564,0.5612672364920563,0.2592576089206259,0.5388711395101171,0.38338658146964855,8.873301183691362,0.3788519426090984,5,0.5216339517618157
batch1,batch1_exp_00017,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniform,kfold,none,baseline,0.49989009056537415,0.9431725289568821,0.0186239320488623,0.5835936197375362,0.25633401040057113,0.6443514644351465,0.45397489539748953,10.893015030946067,0.43107619432472316,5,0.557674640113283
batch1,batch1_exp_00018,SUCCESS,triple_barrier,triple_barrier,uniqueness_decay,kfold,none,baseline,0.48727795778153365,0.7740162778666324,0.01831677579223774,0.37171153952431873,0.24117488164154,0.0026362038664323375,0.0,0.10351520379555748,0.2748549478627157,5,0.29342125621549314
batch1,batch1_exp_00019,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness,kfold,none,baseline_fracdiff,0.5086555558626535,0.9345400064305618,0.020912728284750114,0.5770012694056792,0.2606505057072668,0.6276150627615062,0.4571129707112971,10.610079575596817,0.42820403390972156,5,0.5562393586221945
batch1,batch1_exp_00020,SUCCESS,triple_barrier,triple_barrier,uniform,kfold,none,baseline_fracdiff,0.5068156029300102,0.7224011116753928,0.027454145850127915,0.49863094076701514,0.2533347730167454,0.06898066783831283,0.0048330404217926184,2.7086478326504206,0.22309346423200044,5,0.33168162889333125
batch1,batch1_exp_00021,SUCCESS,trend_scanning,trend_scanning,uniqueness_decay,kfold,none,baseline_fracdiff,0.5335503488415476,0.8995447133311989,0.07121527162455117,0.5515174556403677,0.25578404145860895,0.5473908413205538,0.4057507987220447,8.989943156974203,0.34907363174048456,5,0.5390865458331502
batch1,batch1_exp_00022,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness,kfold,none,baseline_fracdiff,0.5086555558626535,0.9345400064305618,0.020912728284750114,0.5770012694056792,0.2606505057072668,0.6276150627615062,0.4571129707112971,10.610079575596817,0.42820403390972156,5,0.5562393586221945
batch1,batch1_exp_00023,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness,kfold,none,baseline_fracdiff,0.5354429578356477,0.9297827478691025,0.025897782308581148,0.6256606674892802,0.2484501653263615,0.7273743016759776,0.5787709497206703,11.38111888111888,0.4091846032042611,5,0.6122154953717796
batch1,batch1_exp_00024,SUCCESS,trend_scanning,trend_scanning,uniqueness,kfold,none,baseline_fracdiff,0.5101424932629481,0.9279558605066354,0.06967599701291564,0.5612672364920563,0.2592576089206259,0.5388711395101171,0.38338658146964855,8.873301183691362,0.3788519426090984,5,0.5216339517618157
batch1,batch1_exp_00025,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness_decay,kfold,none,baseline,0.5033787396018219,0.8946200329051895,0.029102300531383136,0.5571488229357573,0.26591494022216516,0.6805074971164936,0.5121107266435986,10.303427199301462,0.4026802193217575,5,0.5742302426076906
batch1,batch1_exp_00026,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness_decay,kfold,none,baseline_fracdiff,0.4994034948185922,0.8927598789720415,0.02449489996189509,0.4848379362305086,0.2671664304629406,0.4632086851628468,0.29071170084439085,6.769501983252534,0.3997577992868805,5,0.484925570956294
batch1,batch1_exp_00027,SUCCESS,triple_barrier,triple_barrier,uniform,kfold,none,baseline,0.49183992615490024,0.7426386236335917,0.01463500211376819,0.41185688096379935,0.24437588195875615,0.0008775778850372971,0.0,0.034812880765883375,0.2507982580100979,5,0.29545498684695504
